order_id,region,customer_segment,product_category,channel,is_premium,is_returned,order_date,quantity,unit_price,discount_pct,revenue,cost,margin,margin_pct,nps,session_minutes,page_views,age,income_k,loyalty_points,shipping_days,delivery_score,campaign,items_in_cart,payment_method,repeat_customer
ORD-20250923,Москва,A,Продукты,store,False,False,2023-08-19 18:00:00,1,537.22,13.5,464.69,220.53,244.16,52.5,10.0,40.4,5,55,521.0,4737,12,4.1,NEWYEAR,4,wallet,True
ORD-20250924,Новосибирск,B,Мебель,mobile,False,False,2023-08-20 00:00:00,2,424.23,12.3,744.11,550.92,193.19,26.0,8.0,21.0,11,61,611.0,6058,11,4.2,SALE20,5,cash,True
ORD-20250925,Новосибирск,A,Продукты,online,False,False,2023-08-20 06:00:00,7,70.56,5.4,467.22,234.36,232.86,49.8,7.9,48.0,13,53,319.0,2842,12,5.0,NONE,9,card,False
ORD-20250926,Самара,B,Продукты,online,True,False,2023-08-20 12:00:00,6,153.95,3.4,892.32,472.41,419.91,47.1,9.9,65.0,15,29,263.0,4932,3,4.9,SALE20,7,wallet,True
ORD-20250927,Москва,B,Спорт,online,False,False,2023-08-20 18:00:00,5,33.15,9.2,150.51,68.19,82.32,54.7,10.0,33.5,13,26,369.0,4063,3,4.8,NONE,9,cash,True
ORD-20250928,Казань,B,Продукты,online,False,False,2023-08-21 00:00:00,5,70.89,23.0,272.94,178.26,94.68,34.7,5.6,57.7,9,44,345.0,3405,2,4.5,SALE20,9,cash,False
ORD-20250929,СПб,A,Электроника,mobile,False,False,2023-08-21 06:00:00,1,108.54,14.0,93.34,63.28,30.06,32.2,6.5,18.6,8,55,307.0,7033,12,5.0,NONE,3,cash,True
ORD-20250930,Самара,C,Спорт,online,False,False,2023-08-21 12:00:00,4,168.17,10.3,603.39,275.26,328.13,54.4,10.0,29.4,14,45,411.0,1211,8,5.0,NEWYEAR,8,card,False
ORD-20250931,Самара,A,Одежда,mobile,False,True,2023-08-21 18:00:00,1,22.69,3.5,21.9,13.25,8.65,39.5,8.4,19.2,10,32,268.0,5450,8,4.3,SUMMER,2,cash,False
ORD-20250932,Новосибирск,B,Электроника,store,False,False,2023-08-22 00:00:00,5,359.5,1.5,1770.53,1247.2,523.33,29.6,8.0,57.5,11,21,358.0,206,8,4.7,NEWYEAR,5,cash,True
ORD-20250933,Новосибирск,B,Одежда,online,False,False,2023-08-22 06:00:00,5,207.61,15.2,880.29,604.01,276.28,31.4,7.8,22.0,8,32,304.0,6663,10,3.4,SUMMER,5,cash,True
ORD-20250934,Новосибирск,B,Спорт,store,True,True,2023-08-22 12:00:00,5,206.63,24.0,785.19,542.69,242.5,30.9,6.6,20.3,11,64,280.0,3535,12,3.4,NONE,6,card,False
ORD-20250935,Москва,A,Спорт,store,False,False,2023-08-22 18:00:00,5,673.89,11.2,2992.07,1407.64,1584.43,53.0,7.0,76.0,17,40,273.0,703,11,3.7,NONE,9,credit,True
ORD-20250936,Москва,C,Электроника,mobile,False,False,2023-08-23 00:00:00,7,129.18,5.9,850.94,455.16,395.78,46.5,7.7,22.7,17,65,302.0,1999,4,3.3,NEWYEAR,7,wallet,False
ORD-20250937,Новосибирск,B,Электроника,mobile,False,False,2023-08-23 06:00:00,4,30.21,9.4,109.5,66.39,43.11,39.4,7.7,69.4,15,64,549.0,4241,6,4.5,NONE,7,wallet,False
ORD-20250938,Самара,B,Спорт,store,False,False,2023-08-23 12:00:00,6,208.38,12.8,1090.25,657.69,432.56,39.7,7.7,51.6,14,25,399.0,4843,13,4.9,SALE20,6,card,True
ORD-20250939,Самара,B,Электроника,online,False,True,2023-08-23 18:00:00,4,238.85,18.8,775.8,525.42,250.38,32.3,6.8,30.7,12,29,467.0,6510,6,3.9,SALE20,6,cash,True
ORD-20250940,СПб,B,Продукты,mobile,True,False,2023-08-24 00:00:00,6,240.56,11.3,1280.26,929.35,350.91,27.4,6.0,96.9,17,45,412.0,6900,11,5.0,NONE,10,cash,False
ORD-20250941,Казань,B,Одежда,mobile,False,False,2023-08-24 06:00:00,2,237.23,23.2,364.38,242.32,122.06,33.5,6.9,24.3,16,64,576.0,4247,10,5.0,NONE,4,card,False
ORD-20250942,Самара,C,Электроника,online,False,False,2023-08-24 12:00:00,4,130.35,16.0,437.98,260.38,177.6,40.5,9.6,19.5,13,31,546.0,1436,13,5.0,NEWYEAR,6,credit,True
ORD-20250943,Самара,B,Мебель,store,False,False,2023-08-24 18:00:00,5,277.64,3.0,1346.55,844.47,502.08,37.3,7.9,75.0,12,43,553.0,2443,11,3.4,NONE,5,credit,True
ORD-20250944,Новосибирск,A,Электроника,online,False,False,2023-08-25 00:00:00,7,611.3,2.9,4154.97,1874.46,2280.51,54.9,9.4,52.7,17,39,415.0,5563,8,4.3,SALE20,11,credit,False
ORD-20250945,СПб,B,Одежда,online,False,False,2023-08-25 06:00:00,7,185.57,13.8,1119.7,655.25,464.45,41.5,10.0,33.4,19,21,441.0,2814,6,4.3,SUMMER,9,cash,False
ORD-20250946,Новосибирск,B,Мебель,store,True,True,2023-08-25 12:00:00,2,272.15,20.1,434.9,210.54,224.36,51.6,7.7,31.6,9,45,279.0,3846,1,4.7,NEWYEAR,4,card,False
ORD-20250947,СПб,A,Одежда,mobile,False,False,2023-08-25 18:00:00,3,595.42,13.3,1548.68,1036.78,511.9,33.1,10.0,24.4,15,53,338.0,527,4,3.4,NEWYEAR,3,card,True
ORD-20250948,Самара,C,Спорт,online,False,False,2023-08-26 00:00:00,1,153.98,20.1,123.03,84.2,38.83,31.6,8.6,21.1,10,51,600.0,5287,6,3.6,NONE,1,wallet,True
ORD-20250949,Москва,A,Продукты,mobile,True,False,2023-08-26 06:00:00,5,107.51,2.0,526.79,395.04,131.75,25.0,8.2,30.4,12,52,358.0,7047,9,3.8,NONE,8,cash,False
ORD-20250950,СПб,C,Электроника,online,False,False,2023-08-26 12:00:00,1,166.43,8.2,152.78,89.96,62.82,41.1,8.3,3.9,6,59,404.0,7493,13,3.7,NEWYEAR,5,credit,True
ORD-20250951,Москва,B,Мебель,mobile,False,False,2023-08-26 18:00:00,1,257.25,1.2,254.16,121.01,133.15,52.4,10.0,26.7,16,68,568.0,5571,11,3.4,NONE,5,card,True
ORD-20250952,СПб,B,Мебель,store,True,True,2023-08-27 00:00:00,6,435.61,8.9,2381.03,1170.62,1210.41,50.8,8.3,28.1,22,67,491.0,704,3,3.5,SALE20,8,credit,True
ORD-20250953,Казань,B,Продукты,mobile,False,False,2023-08-27 06:00:00,4,427.97,14.2,1468.78,1060.89,407.89,27.8,7.2,19.6,15,34,448.0,7217,10,4.9,NONE,8,cash,False
ORD-20250954,Новосибирск,A,Спорт,store,True,False,2023-08-27 12:00:00,2,541.19,23.1,832.34,423.46,408.88,49.1,10.0,15.8,8,25,405.0,3655,12,4.2,NONE,5,credit,False
ORD-20250955,Москва,B,Мебель,online,False,False,2023-08-27 18:00:00,6,197.51,11.5,1048.77,586.18,462.59,44.1,8.2,31.9,14,23,617.0,1302,6,4.4,SALE20,6,credit,False
ORD-20250956,Казань,B,Мебель,mobile,False,False,2023-08-28 00:00:00,6,145.7,9.4,792.02,388.11,403.91,51.0,8.5,29.0,11,58,342.0,407,4,4.7,NONE,8,wallet,True
ORD-20250957,Москва,A,Мебель,mobile,True,False,2023-08-28 06:00:00,6,316.83,17.0,1577.81,1097.65,480.16,30.4,6.9,71.8,16,41,507.0,1869,3,4.5,SALE20,8,cash,True
ORD-20250958,Москва,B,Одежда,online,False,False,2023-08-28 12:00:00,6,166.6,18.0,819.66,442.91,376.75,46.0,6.1,24.4,14,43,399.0,535,2,4.4,NONE,9,wallet,False
ORD-20250959,Москва,A,Спорт,store,False,False,2023-08-28 18:00:00,4,686.23,4.3,2626.87,1475.49,1151.38,43.8,10.0,34.2,12,32,553.0,4347,7,4.5,NONE,7,cash,False
ORD-20250960,Казань,B,Мебель,online,False,False,2023-08-29 00:00:00,7,51.36,17.5,296.62,199.55,97.07,32.7,7.7,48.2,15,31,573.0,5291,13,4.3,NONE,8,credit,False
ORD-20250961,Самара,B,Мебель,store,False,False,2023-08-29 06:00:00,4,257.84,13.5,892.14,561.35,330.79,37.1,9.5,74.4,9,46,466.0,742,4,4.4,SALE20,6,credit,True
ORD-20250962,СПб,C,Электроника,online,False,False,2023-08-29 12:00:00,5,148.67,12.7,648.93,407.94,240.99,37.1,8.0,65.2,14,31,679.0,5652,1,4.3,NEWYEAR,5,wallet,False
ORD-20250963,Самара,C,Мебель,store,False,False,2023-08-29 18:00:00,1,291.36,24.5,219.98,102.33,117.65,53.5,7.9,10.3,11,47,588.0,4977,5,3.9,NONE,4,wallet,True
ORD-20250964,Казань,A,Электроника,store,False,False,2023-08-30 00:00:00,4,423.12,19.3,1365.84,704.06,661.78,48.5,7.7,38.4,12,57,397.0,6348,1,4.4,SALE20,6,card,True
ORD-20250965,Самара,C,Одежда,store,True,False,2023-08-30 06:00:00,3,29.61,20.4,70.72,37.67,33.05,46.7,9.1,39.6,4,35,486.0,2590,9,4.8,SALE20,5,wallet,False
ORD-20250966,Казань,A,Продукты,mobile,True,False,2023-08-30 12:00:00,6,475.88,20.5,2269.95,1699.02,570.93,25.2,6.3,66.4,10,47,494.0,583,2,4.2,NONE,10,credit,False
ORD-20250967,Новосибирск,B,Спорт,online,True,False,2023-08-30 18:00:00,5,251.39,16.2,1053.31,544.99,508.32,48.3,9.1,16.7,18,67,652.0,1346,5,4.6,NONE,5,cash,True
ORD-20250968,Самара,C,Электроника,online,True,False,2023-08-31 00:00:00,5,233.96,0.6,1162.76,653.45,509.31,43.8,9.2,37.4,10,58,249.0,2021,10,3.7,SALE20,6,cash,False
ORD-20250969,Новосибирск,B,Спорт,mobile,False,False,2023-08-31 06:00:00,6,54.85,9.2,298.85,151.75,147.1,49.2,7.7,21.5,20,27,685.0,2722,11,4.7,SALE20,6,cash,False
ORD-20250970,Новосибирск,C,Продукты,online,False,False,2023-08-31 12:00:00,5,194.84,19.2,787.15,466.15,321.0,40.8,7.5,35.6,13,34,240.0,3796,1,4.1,SUMMER,7,wallet,False
ORD-20250971,СПб,B,Продукты,online,False,False,2023-08-31 18:00:00,1,268.89,4.5,256.79,115.56,141.23,55.0,9.5,11.9,8,29,533.0,7541,6,5.0,SALE20,4,wallet,False
ORD-20250972,СПб,C,Спорт,online,False,False,2023-09-01 00:00:00,2,61.24,23.9,93.21,64.41,28.8,30.9,7.0,79.5,9,45,531.0,5200,5,4.0,NONE,4,credit,True
ORD-20250973,СПб,B,Продукты,mobile,False,False,2023-09-01 06:00:00,7,311.18,0.2,2173.89,1553.97,619.92,28.5,10.0,68.7,12,38,412.0,4881,3,4.6,NEWYEAR,11,credit,False
ORD-20250974,Самара,A,Электроника,mobile,False,False,2023-09-01 12:00:00,5,637.53,14.0,2741.36,1636.92,1104.44,40.3,8.6,38.3,15,32,564.0,6782,4,4.7,NONE,5,cash,False
ORD-20250975,Казань,A,Электроника,mobile,False,False,2023-09-01 18:00:00,7,31.42,2.1,215.34,151.5,63.84,29.6,8.1,26.5,17,46,278.0,4973,6,4.4,NEWYEAR,7,card,False
ORD-20250976,Казань,B,Одежда,mobile,False,True,2023-09-02 00:00:00,1,133.91,19.0,108.47,48.97,59.5,54.9,8.4,56.7,11,47,325.0,1099,11,4.8,NEWYEAR,5,wallet,False
ORD-20250977,Москва,B,Спорт,mobile,False,False,2023-09-02 06:00:00,2,171.26,15.4,289.76,168.41,121.35,41.9,8.0,15.3,7,45,293.0,6086,5,4.1,NONE,3,credit,True
ORD-20250978,Казань,B,Одежда,store,True,False,2023-09-02 12:00:00,5,276.68,10.1,1243.68,623.17,620.51,49.9,8.3,53.5,16,39,343.0,4801,5,2.9,NONE,9,card,False
ORD-20250979,Москва,B,Электроника,online,False,False,2023-09-02 18:00:00,1,372.65,2.5,363.33,206.06,157.27,43.3,8.1,11.5,9,54,675.0,6647,5,3.4,NONE,2,wallet,True
ORD-20250980,Новосибирск,B,Электроника,mobile,False,False,2023-09-03 00:00:00,1,333.89,11.3,296.16,170.77,125.39,42.3,9.3,41.5,10,30,729.0,5537,12,5.0,NONE,3,card,False
ORD-20250981,Новосибирск,B,Продукты,online,False,False,2023-09-03 06:00:00,3,236.29,8.7,647.21,423.05,224.16,34.6,10.0,68.9,11,22,430.0,4648,3,4.4,NONE,7,credit,False
ORD-20250982,Москва,A,Одежда,online,True,False,2023-09-03 12:00:00,5,672.54,4.7,3204.66,2213.31,991.35,30.9,7.8,21.5,15,21,480.0,626,10,4.3,NONE,5,card,False
ORD-20250983,Казань,B,Одежда,online,False,False,2023-09-03 18:00:00,7,177.51,4.6,1185.38,868.33,317.05,26.7,8.6,39.0,12,67,958.0,3636,4,5.0,NONE,8,card,False
ORD-20250984,Самара,B,Продукты,online,False,False,2023-09-04 00:00:00,7,394.18,21.2,2174.3,1173.91,1000.39,46.0,7.4,86.4,16,32,378.0,1835,11,4.3,SUMMER,10,cash,False
ORD-20250985,Казань,C,Одежда,mobile,False,False,2023-09-04 06:00:00,4,311.09,8.2,1142.34,750.24,392.1,34.3,8.4,18.1,18,20,341.0,781,10,4.0,NONE,6,cash,False
ORD-20250986,Москва,B,Электроника,mobile,False,False,2023-09-04 12:00:00,6,59.46,2.5,347.87,243.94,103.93,29.9,6.8,29.3,17,24,643.0,5465,4,4.5,NONE,7,credit,False
ORD-20250987,Самара,A,Продукты,mobile,False,False,2023-09-04 18:00:00,3,44.06,4.0,126.88,72.32,54.56,43.0,7.9,69.7,7,51,362.0,6194,10,5.0,NONE,6,card,False
ORD-20250988,Новосибирск,C,Мебель,mobile,False,True,2023-09-05 00:00:00,5,369.98,16.5,1544.66,954.92,589.74,38.2,7.0,74.1,10,34,303.0,669,3,4.1,NEWYEAR,6,card,False
ORD-20250989,Новосибирск,B,Продукты,online,True,False,2023-09-05 06:00:00,7,185.65,9.2,1179.98,774.1,405.88,34.4,8.1,50.2,12,45,632.0,1942,6,4.6,SUMMER,7,card,True
ORD-20250990,СПб,A,Спорт,online,True,True,2023-09-05 12:00:00,5,472.49,1.4,2329.38,1103.42,1225.96,52.6,8.2,38.7,10,57,768.0,6612,5,5.0,NONE,7,card,True
ORD-20250991,Новосибирск,B,Электроника,online,False,False,2023-09-05 18:00:00,1,24.33,1.4,23.99,15.27,8.72,36.3,6.1,23.3,10,30,367.0,1284,4,5.0,SUMMER,2,cash,False
ORD-20250992,Новосибирск,C,Электроника,online,False,False,2023-09-06 00:00:00,2,288.21,1.5,567.78,347.95,219.83,38.7,7.2,111.1,8,28,441.0,5655,8,4.7,SUMMER,2,card,True
ORD-20250993,Новосибирск,C,Электроника,online,True,False,2023-09-06 06:00:00,7,136.92,18.4,782.06,424.34,357.72,45.7,8.2,22.9,14,37,637.0,7477,9,4.1,NONE,11,card,False
ORD-20250994,Новосибирск,B,Электроника,online,False,True,2023-09-06 12:00:00,6,294.84,21.3,1392.23,1042.08,350.15,25.2,6.2,20.0,13,40,330.0,7345,12,5.0,NONE,6,wallet,False
ORD-20250995,СПб,C,Мебель,online,False,False,2023-09-06 18:00:00,6,25.15,21.1,119.05,56.49,62.56,52.5,7.9,92.4,12,43,650.0,5320,9,4.5,SUMMER,9,wallet,True
ORD-20250996,Казань,B,Мебель,online,False,False,2023-09-07 00:00:00,1,62.87,13.6,54.32,39.94,14.38,26.5,8.0,15.8,7,63,798.0,7884,5,4.6,NEWYEAR,3,card,False
ORD-20250997,Самара,C,Мебель,online,False,False,2023-09-07 06:00:00,3,309.99,9.8,838.84,537.93,300.91,35.9,7.3,9.6,14,20,273.0,4736,8,5.0,NEWYEAR,5,wallet,True
ORD-20250998,Новосибирск,C,Одежда,online,False,False,2023-09-07 12:00:00,4,211.15,7.9,777.89,363.91,413.98,53.2,9.2,14.6,12,60,261.0,7140,7,4.0,NONE,7,cash,True
ORD-20250999,Москва,B,Мебель,online,True,False,2023-09-07 18:00:00,6,390.72,18.6,1908.29,962.26,946.03,49.6,10.0,70.9,22,36,234.0,5527,10,5.0,NONE,9,credit,True
ORD-20251000,Москва,B,Электроника,online,False,False,2023-09-08 00:00:00,1,89.03,20.2,71.05,48.64,22.41,31.5,7.1,7.0,6,63,363.0,2872,9,4.6,NONE,2,wallet,True
ORD-20251001,Новосибирск,B,Спорт,online,True,False,2023-09-08 06:00:00,6,170.61,23.5,783.11,398.45,384.66,49.1,8.0,27.2,11,39,270.0,2829,6,4.7,NONE,9,credit,False
ORD-20251002,Самара,B,Одежда,mobile,True,False,2023-09-08 12:00:00,5,427.06,24.6,1610.02,747.09,862.93,53.6,8.9,28.8,12,24,690.0,5820,7,4.5,SALE20,6,wallet,True
ORD-20251003,СПб,A,Электроника,online,False,False,2023-09-08 18:00:00,5,415.97,17.6,1713.78,1052.54,661.24,38.6,7.1,100.0,11,43,304.0,7076,9,4.8,NONE,6,cash,False
ORD-20251004,Новосибирск,B,Электроника,online,False,False,2023-09-09 00:00:00,7,337.85,4.8,2251.41,1687.6,563.81,25.0,7.3,45.2,17,58,380.0,2813,7,4.5,NEWYEAR,11,cash,False
ORD-20251005,СПб,C,Продукты,mobile,False,False,2023-09-09 06:00:00,6,83.37,24.1,379.67,214.06,165.61,43.6,7.9,28.4,13,43,516.0,3986,7,3.9,NEWYEAR,10,credit,True
ORD-20251006,Самара,B,Мебель,mobile,False,False,2023-09-09 12:00:00,5,282.35,3.1,1367.98,796.95,571.03,41.7,9.2,23.1,11,20,321.0,1826,5,4.2,SUMMER,6,wallet,False
ORD-20251007,Новосибирск,A,Продукты,mobile,False,False,2023-09-09 18:00:00,4,517.54,7.0,1925.25,1313.37,611.88,31.8,7.1,25.7,10,68,448.0,4349,5,4.8,NEWYEAR,5,card,False
ORD-20251008,Новосибирск,A,Одежда,online,False,False,2023-09-10 00:00:00,7,132.51,20.8,734.62,462.54,272.08,37.0,8.5,62.4,15,56,579.0,1488,11,4.8,SUMMER,9,card,False
ORD-20251009,Самара,C,Электроника,store,False,False,2023-09-10 06:00:00,6,117.52,12.9,614.17,326.17,288.0,46.9,10.0,53.5,11,63,1543.0,2702,2,4.3,NONE,8,wallet,False
ORD-20251010,Казань,C,Электроника,online,True,False,2023-09-10 12:00:00,3,10.77,6.1,30.34,18.64,11.7,38.6,6.3,26.1,12,66,520.0,712,5,3.9,SUMMER,4,cash,True
ORD-20251011,СПб,C,Спорт,store,False,False,2023-09-10 18:00:00,6,361.37,13.1,1884.19,1108.02,776.17,41.2,8.9,32.5,8,54,237.0,7830,3,5.0,NEWYEAR,6,wallet,True
ORD-20251012,Москва,B,Мебель,mobile,True,False,2023-09-11 00:00:00,4,448.95,19.3,1449.2,659.23,789.97,54.5,8.7,38.1,14,43,589.0,3739,3,4.5,SALE20,8,cash,True
ORD-20251013,Москва,B,Электроника,online,False,False,2023-09-11 06:00:00,7,55.18,6.8,359.97,173.59,186.38,51.8,8.9,96.6,12,68,505.0,3934,7,5.0,NONE,9,cash,True
ORD-20251014,Москва,B,Электроника,online,False,False,2023-09-11 12:00:00,3,417.81,12.5,1096.75,692.56,404.19,36.9,8.6,23.7,14,18,546.0,2807,3,4.9,NONE,4,cash,True
ORD-20251015,Казань,C,Продукты,online,True,False,2023-09-11 18:00:00,6,208.16,7.2,1159.05,573.32,585.73,50.5,10.0,26.6,16,35,430.0,284,3,4.3,NONE,9,credit,True
ORD-20251016,СПб,B,Одежда,mobile,True,False,2023-09-12 00:00:00,2,482.61,9.9,869.67,592.0,277.67,31.9,8.4,34.1,8,37,635.0,4092,12,4.4,NONE,2,cash,True
ORD-20251017,Казань,B,Электроника,store,False,False,2023-09-12 06:00:00,7,259.65,5.3,1721.19,1028.14,693.05,40.3,9.9,24.5,11,33,404.0,7182,13,4.2,NONE,9,cash,True
ORD-20251018,Казань,B,Продукты,store,False,False,2023-09-12 12:00:00,2,111.31,17.7,183.22,87.17,96.05,52.4,8.7,6.2,11,25,505.0,3337,6,4.7,NEWYEAR,5,credit,False
ORD-20251019,Самара,B,Продукты,store,False,False,2023-09-12 18:00:00,2,429.56,7.9,791.25,581.98,209.27,26.4,8.4,7.7,8,42,485.0,3329,5,3.2,NONE,5,wallet,True
ORD-20251020,Москва,A,Продукты,online,False,False,2023-09-13 00:00:00,7,657.51,12.7,4018.01,2818.64,1199.37,29.8,7.2,41.2,15,29,466.0,4186,8,4.8,NONE,10,wallet,True
ORD-20251021,Москва,B,Мебель,online,False,False,2023-09-13 06:00:00,2,270.03,20.1,431.51,276.89,154.62,35.8,7.8,16.1,10,53,392.0,4697,3,3.6,NONE,3,wallet,True
ORD-20251022,Москва,B,Одежда,mobile,False,False,2023-09-13 12:00:00,4,209.77,3.5,809.73,545.48,264.25,32.6,8.1,24.4,15,60,699.0,4937,4,3.9,SUMMER,8,cash,True
ORD-20251023,Самара,C,Мебель,online,False,False,2023-09-13 18:00:00,4,292.35,16.5,976.44,634.26,342.18,35.0,8.1,14.7,12,54,775.0,2126,13,5.0,NONE,6,cash,True
ORD-20251024,Новосибирск,B,Мебель,online,False,False,2023-09-14 00:00:00,6,51.24,8.3,281.92,127.96,153.96,54.6,7.3,18.2,17,49,968.0,1553,1,5.0,SALE20,9,wallet,True
ORD-20251025,СПб,B,Мебель,online,False,False,2023-09-14 06:00:00,2,422.92,12.2,742.65,472.48,270.17,36.4,6.9,36.1,11,51,471.0,258,11,5.0,NONE,3,card,False
ORD-20251026,Москва,B,Спорт,online,True,False,2023-09-14 12:00:00,3,431.8,17.9,1063.52,556.63,506.89,47.7,9.9,15.1,13,36,490.0,303,12,3.7,SALE20,3,cash,False
ORD-20251027,Новосибирск,C,Одежда,mobile,False,True,2023-09-14 18:00:00,7,116.21,23.1,625.59,459.41,166.18,26.6,8.8,59.7,11,28,502.0,752,4,3.9,NONE,11,wallet,True
ORD-20251028,СПб,C,Мебель,online,False,False,2023-09-15 00:00:00,7,11.65,21.5,64.01,36.66,27.35,42.7,6.0,45.6,18,33,326.0,7046,7,4.3,SUMMER,11,card,False
ORD-20251029,Самара,A,Электроника,online,False,False,2023-09-15 06:00:00,2,20.73,22.5,32.13,21.25,10.88,33.9,6.9,12.2,8,29,637.0,2287,9,4.3,NONE,5,card,False
ORD-20251030,Новосибирск,A,Одежда,online,False,False,2023-09-15 12:00:00,4,684.95,1.2,2706.91,1339.0,1367.91,50.5,8.6,17.6,12,46,402.0,6369,3,3.7,NONE,5,credit,True
ORD-20251031,Новосибирск,C,Мебель,mobile,True,False,2023-09-15 18:00:00,4,294.31,10.5,1053.61,623.65,429.96,40.8,8.8,43.9,11,34,567.0,6664,10,3.4,NONE,5,card,False
ORD-20251032,СПб,B,Спорт,online,False,False,2023-09-16 00:00:00,4,185.77,20.0,594.46,286.12,308.34,51.9,8.5,26.3,11,42,282.0,7266,12,5.0,SUMMER,6,wallet,True
ORD-20251033,Москва,B,Электроника,online,False,False,2023-09-16 06:00:00,4,445.81,20.3,1421.25,812.89,608.36,42.8,8.9,21.9,10,40,562.0,7932,7,3.3,NONE,4,card,True
ORD-20251034,Казань,B,Мебель,online,False,False,2023-09-16 12:00:00,1,447.21,10.5,400.25,247.4,152.85,38.2,6.8,19.1,4,51,749.0,3639,12,4.1,NONE,3,credit,True
ORD-20251035,Новосибирск,C,Одежда,online,True,False,2023-09-16 18:00:00,7,341.27,7.1,2219.28,1419.78,799.5,36.0,8.9,94.3,15,36,346.0,888,8,4.8,SUMMER,7,wallet,True
ORD-20251036,Казань,C,Продукты,mobile,True,False,2023-09-17 00:00:00,2,191.89,13.7,331.21,188.34,142.87,43.1,8.1,79.6,13,51,377.0,6689,1,4.3,SUMMER,5,wallet,True
ORD-20251037,Новосибирск,B,Спорт,online,False,False,2023-09-17 06:00:00,2,412.02,18.7,669.94,333.4,336.54,50.2,7.7,25.0,10,52,373.0,5155,11,4.9,SUMMER,2,cash,False
ORD-20251038,Новосибирск,B,Спорт,mobile,False,False,2023-09-17 12:00:00,6,28.44,17.3,141.13,91.44,49.69,35.2,8.4,33.3,17,44,373.0,3826,7,5.0,NONE,6,wallet,False
ORD-20251039,Казань,C,Продукты,mobile,False,False,2023-09-17 18:00:00,7,66.3,6.3,434.84,197.23,237.61,54.6,9.1,55.9,14,52,772.0,7490,7,3.6,SALE20,10,wallet,True
ORD-20251040,Новосибирск,B,Спорт,online,False,False,2023-09-18 00:00:00,7,319.91,0.0,2239.36,1550.98,688.38,30.7,8.4,49.4,14,31,475.0,3865,4,3.9,SALE20,10,wallet,True
ORD-20251041,Новосибирск,B,Продукты,mobile,False,False,2023-09-18 06:00:00,3,60.97,22.2,142.3,92.86,49.44,34.7,9.2,10.1,12,34,309.0,2479,6,3.0,NEWYEAR,3,wallet,False
ORD-20251042,Самара,C,Одежда,online,True,False,2023-09-18 12:00:00,6,23.43,11.1,124.95,85.25,39.7,31.8,8.1,52.0,11,54,327.0,2681,7,3.6,NONE,9,wallet,True
ORD-20251043,Самара,C,Спорт,mobile,False,False,2023-09-18 18:00:00,2,47.33,20.8,74.97,55.64,19.33,25.8,9.6,30.8,10,56,200.0,7417,10,4.0,NONE,3,wallet,True
ORD-20251044,Казань,B,Одежда,mobile,False,False,2023-09-19 00:00:00,3,232.67,21.8,545.83,299.19,246.64,45.2,5.4,33.6,14,44,334.0,3422,8,3.9,NONE,7,wallet,False
ORD-20251045,Новосибирск,C,Спорт,online,False,False,2023-09-19 06:00:00,2,186.95,23.5,286.04,174.43,111.61,39.0,7.8,11.2,9,37,275.0,3731,13,4.1,NEWYEAR,4,credit,False
ORD-20251046,СПб,B,Спорт,mobile,False,False,2023-09-19 12:00:00,2,463.74,8.8,845.87,541.17,304.7,36.0,7.0,6.3,11,20,280.0,5978,4,4.5,SALE20,2,card,False
ORD-20251047,Самара,B,Электроника,online,False,False,2023-09-19 18:00:00,7,216.68,16.5,1266.48,792.5,473.98,37.4,6.9,73.7,13,19,384.0,2769,12,3.9,SUMMER,7,wallet,False
ORD-20251048,Новосибирск,B,Мебель,online,True,False,2023-09-20 00:00:00,7,262.05,14.9,1561.02,999.22,561.8,36.0,7.3,44.6,9,57,295.0,948,10,4.6,SALE20,7,credit,False
ORD-20251049,Новосибирск,C,Спорт,online,False,False,2023-09-20 06:00:00,2,307.46,4.1,589.71,432.02,157.69,26.7,9.2,32.0,7,51,426.0,6524,9,3.8,SUMMER,3,card,True
ORD-20251050,Новосибирск,A,Одежда,online,False,False,2023-09-20 12:00:00,3,572.89,10.9,1531.34,911.42,619.92,40.5,8.0,77.6,8,39,524.0,5470,9,4.5,SUMMER,4,card,False
ORD-20251051,Москва,B,Продукты,online,False,False,2023-09-20 18:00:00,1,170.02,10.8,151.66,107.45,44.21,29.2,6.5,11.3,8,59,511.0,813,8,4.6,NONE,4,credit,True
ORD-20251052,Новосибирск,B,Спорт,online,False,False,2023-09-21 00:00:00,6,365.04,4.8,2085.11,1333.16,751.95,36.1,9.4,57.4,20,47,493.0,1493,2,3.8,NONE,8,credit,False
ORD-20251053,Москва,B,Мебель,mobile,False,True,2023-09-21 06:00:00,3,444.07,9.4,1206.99,826.5,380.49,31.5,6.7,32.2,11,53,164.0,3904,9,3.9,SUMMER,7,cash,False
ORD-20251054,СПб,A,Одежда,store,False,False,2023-09-21 12:00:00,5,578.85,10.9,2578.77,1414.14,1164.63,45.2,10.0,102.5,9,41,370.0,2426,4,4.0,SALE20,6,card,False
ORD-20251055,Казань,B,Одежда,store,False,False,2023-09-21 18:00:00,4,170.89,20.0,546.85,300.08,246.77,45.1,6.7,107.2,9,27,746.0,1631,1,4.6,NONE,6,cash,False
ORD-20251056,Москва,C,Электроника,store,False,False,2023-09-22 00:00:00,2,279.45,21.5,438.73,320.53,118.2,26.9,6.9,18.7,11,57,1050.0,7344,6,4.3,NONE,6,wallet,False
