employee_id,department,job_level,age,gender,marital_status,education,years_at_company,years_in_role,monthly_income,overtime_hours_month,satisfaction_score,work_life_balance,trainings_last_year,promotions_last_5y,distance_home_km,remote_days_week,stock_option_level,num_companies_worked,performance_rating,hire_date,last_promotion_date,attrition,attrition_risk_score,manager_tenure_years,team_size,business_travel,environment_satisfaction,job_involvement,monthly_rate,percent_salary_hike,relationship_satisfaction,total_working_years,training_times_last_year,work_accident,left_company
EMP-20385,Finance,2,36,M,single,bachelor,4,1,6192,18,3.6,2.86,1,0,39.7,4,3,7,1,2018-03-01,2023-09-08,False,1.4,3,17,none,2.42,2,38.7,18.5,2,8,1,False,False
EMP-20386,R&D,3,35,F,single,bachelor,10,10,9429,18,4.99,3.11,6,1,29.2,1,2,5,1,2018-03-04,2023-09-13,False,0.1,10,6,none,5.0,3,58.93,16.2,1,20,6,False,False
EMP-20387,HR,4,48,M,single,bachelor,2,0,11344,25,2.98,3.21,6,0,47.0,3,0,8,2,2018-03-07,2023-09-18,False,2.9,3,8,rare,3.07,3,70.9,24.6,2,5,6,True,False
EMP-20388,R&D,4,36,F,single,master,7,4,10523,31,3.47,3.16,0,0,41.6,3,3,4,4,2018-03-10,2023-09-23,False,3.7,1,14,rare,3.47,1,65.77,11.4,2,21,0,True,False
EMP-20389,IT,1,48,M,single,bachelor,18,15,7641,17,2.77,3.03,5,2,8.7,3,3,3,3,2018-03-13,2023-09-28,False,0.3,14,12,none,2.97,1,47.76,5.7,2,19,5,False,False
EMP-20390,Operations,4,25,F,single,bachelor,9,8,12387,4,4.35,3.69,3,0,46.6,1,1,7,4,2018-03-16,2023-10-03,False,0.1,3,6,rare,4.39,2,77.42,19.2,2,21,3,True,False
EMP-20391,Operations,4,31,F,single,bachelor,0,0,11173,15,3.44,2.83,5,1,26.0,0,0,5,1,2018-03-19,2023-10-08,False,0.3,2,6,none,3.64,2,69.83,18.7,1,10,5,False,False
EMP-20392,Operations,1,50,F,married,master,4,1,5424,8,4.19,3.93,2,0,36.3,3,2,1,1,2018-03-22,2023-10-13,False,0.1,5,17,none,3.95,2,33.9,13.1,2,14,2,False,False
EMP-20393,Operations,2,55,F,divorced,college,1,0,7721,18,3.65,3.61,1,0,13.8,2,1,6,2,2018-03-25,2023-10-18,False,0.3,14,11,none,3.07,4,48.26,18.7,1,14,1,False,False
EMP-20394,IT,4,22,M,single,bachelor,5,4,10382,20,4.12,2.03,2,0,26.0,5,2,3,4,2018-03-28,2023-10-23,False,0.8,13,18,rare,4.1,3,64.89,7.8,1,11,2,True,False
EMP-20395,Operations,1,50,F,married,bachelor,4,3,7269,19,3.74,2.85,1,0,49.2,5,1,8,4,2018-03-31,2023-10-28,False,0.8,11,12,rare,3.33,2,45.43,5.4,3,14,1,False,False
EMP-20396,HR,4,24,F,married,master,16,15,12313,20,2.63,2.39,3,0,55.6,0,0,8,2,2018-04-03,2023-11-02,False,1.7,3,14,rare,2.34,3,76.96,3.2,4,23,3,False,False
EMP-20397,Finance,5,53,F,married,college,6,5,13637,10,2.98,3.58,6,2,56.4,2,0,4,2,2018-04-06,2023-11-07,False,0.3,9,8,none,3.44,1,85.23,7.3,1,16,6,False,False
EMP-20398,IT,3,31,M,married,bachelor,0,0,8110,6,4.3,3.08,6,0,42.3,2,2,8,1,2018-04-09,2023-11-12,False,0.2,12,3,rare,4.92,1,50.69,16.4,3,8,6,False,False
EMP-20399,IT,3,35,M,married,master,6,6,9520,29,3.16,1.89,1,3,5.7,2,1,9,2,2018-04-12,2023-11-17,False,1.5,5,11,none,3.62,1,59.5,6.5,4,20,1,False,False
EMP-20400,R&D,1,47,M,divorced,master,13,12,6795,14,2.87,3.86,4,1,27.1,4,0,7,3,2018-04-15,2023-11-22,False,0.4,4,15,none,3.25,2,42.47,22.1,3,17,4,False,False
EMP-20401,Sales,4,52,F,single,bachelor,13,10,11017,7,3.93,3.57,0,1,12.4,2,2,6,1,2018-04-18,2023-11-27,False,0.2,13,9,rare,3.95,3,68.86,6.2,1,23,0,False,False
EMP-20402,Sales,5,36,F,married,master,17,14,13273,34,1.74,2.27,0,3,42.2,0,3,9,4,2018-04-21,2023-12-02,False,18.3,2,17,rare,2.15,3,82.96,17.1,4,19,0,False,False
EMP-20403,IT,5,33,F,married,master,5,4,12436,1,3.97,4.17,5,3,10.5,2,0,8,3,2018-04-24,2023-12-07,False,0.0,13,14,none,4.11,3,77.72,13.2,1,5,5,False,False
EMP-20404,Finance,3,57,M,divorced,bachelor,10,7,10484,12,3.09,3.89,2,1,58.7,4,0,5,2,2018-04-27,2023-12-12,False,0.2,7,11,none,3.87,1,65.53,5.3,3,20,2,False,False
EMP-20405,Operations,1,56,M,married,bachelor,11,11,4655,25,3.18,2.54,5,3,12.5,2,1,1,2,2018-04-30,2023-12-17,False,1.2,11,12,none,2.81,3,29.09,13.9,2,14,5,False,False
EMP-20406,R&D,2,40,F,divorced,bachelor,0,0,6310,14,3.31,3.1,1,2,4.1,1,3,6,2,2018-05-03,2023-12-22,False,0.1,6,6,rare,3.58,3,39.44,23.9,3,0,1,False,False
EMP-20407,Finance,2,22,F,married,bachelor,0,0,7648,29,3.95,2.35,0,2,50.8,4,1,5,4,2018-05-06,2023-12-27,False,0.8,10,17,rare,3.44,4,47.8,23.6,1,9,0,True,False
EMP-20408,Sales,1,56,M,married,master,15,14,5614,12,4.11,3.94,5,3,12.9,0,3,4,3,2018-05-09,2024-01-01,False,0.0,13,4,rare,4.38,1,35.09,7.3,4,24,5,False,False
EMP-20409,IT,1,44,M,married,master,6,5,6523,22,4.23,2.87,1,2,2.4,2,2,2,1,2018-05-12,2024-01-06,False,0.6,7,3,none,3.54,1,40.77,13.4,1,15,1,False,False
EMP-20410,Sales,3,41,M,married,phd,12,10,8938,14,5.0,3.15,0,2,33.3,0,3,7,2,2018-05-15,2024-01-11,False,0.1,3,16,none,4.51,2,55.86,3.8,4,18,0,True,False
EMP-20411,Finance,1,26,F,married,master,15,14,5867,16,3.74,3.4,6,2,58.2,3,2,9,4,2018-05-18,2024-01-16,False,0.2,2,3,none,3.23,1,36.67,11.7,1,27,6,False,False
EMP-20412,R&D,1,57,M,married,bachelor,4,2,5162,17,4.57,4.07,5,2,16.8,5,1,6,2,2018-05-21,2024-01-21,False,0.1,13,11,none,4.67,1,32.26,8.0,2,4,5,False,False
EMP-20413,IT,5,47,M,single,bachelor,14,14,15179,34,1.97,2.34,7,3,25.1,2,2,3,4,2018-05-24,2024-01-26,False,2.5,14,6,rare,2.11,1,94.87,23.2,3,16,7,False,False
EMP-20414,Sales,4,29,F,divorced,master,2,0,9928,26,3.61,2.57,4,2,15.0,5,0,1,3,2018-05-27,2024-01-31,False,0.8,10,14,none,4.59,3,62.05,15.8,3,7,4,False,False
EMP-20415,Operations,5,35,M,married,bachelor,12,12,12054,12,2.79,4.37,3,1,33.9,5,3,7,4,2018-05-30,2024-02-05,False,0.3,1,5,none,2.75,2,75.34,4.6,2,26,3,True,False
EMP-20416,Finance,2,34,M,married,bachelor,1,0,5598,14,3.63,3.96,5,0,20.0,4,0,2,3,2018-06-02,2024-02-10,False,0.2,13,7,none,3.94,4,34.99,24.8,2,11,5,False,False
EMP-20417,Operations,2,53,F,single,master,6,4,8066,14,3.96,3.89,6,3,35.9,1,2,1,3,2018-06-05,2024-02-15,False,0.1,7,11,none,4.02,1,50.41,17.4,3,13,6,False,False
EMP-20418,HR,4,39,M,single,master,8,5,10076,25,3.32,2.5,5,1,29.2,0,2,2,2,2018-06-08,2024-02-20,False,0.7,4,9,frequent,3.6,4,62.98,3.4,1,22,5,False,False
EMP-20419,Sales,4,53,M,single,bachelor,9,8,12230,20,2.34,2.7,2,1,55.8,0,0,2,1,2018-06-11,2024-02-25,False,7.1,6,6,frequent,2.4,2,76.44,20.0,1,22,2,False,False
EMP-20420,HR,2,46,F,single,master,0,0,6656,18,2.96,2.18,7,3,40.5,2,1,4,4,2018-06-14,2024-03-01,False,0.4,14,4,rare,3.4,3,41.6,13.9,2,1,7,False,False
EMP-20421,Sales,5,35,M,married,bachelor,14,14,13654,15,3.52,3.73,5,0,41.3,2,2,3,2,2018-06-17,2024-03-06,False,0.3,11,3,none,3.1,4,85.34,10.0,1,21,5,False,False
EMP-20422,Operations,4,36,F,divorced,master,0,0,10438,13,3.16,3.39,7,0,29.7,1,3,2,1,2018-06-20,2024-03-11,False,0.4,9,6,rare,2.18,2,65.24,4.9,1,14,7,False,False
EMP-20423,IT,2,51,F,married,master,17,14,7999,19,2.6,2.15,4,2,18.9,5,1,8,2,2018-06-23,2024-03-16,False,1.0,11,7,rare,2.77,1,49.99,6.9,1,19,4,False,False
EMP-20424,HR,1,39,F,married,master,3,0,5270,29,3.15,3.15,3,3,19.5,4,0,8,2,2018-06-26,2024-03-21,False,0.7,12,5,rare,2.43,1,32.94,4.2,4,5,3,False,False
EMP-20425,R&D,1,46,M,divorced,bachelor,13,10,5406,33,2.96,2.18,6,3,30.7,4,0,3,1,2018-06-29,2024-03-26,False,3.3,9,11,none,3.48,4,33.79,20.1,1,18,6,False,False
EMP-20426,Finance,5,26,M,divorced,master,11,10,14399,2,3.78,3.79,4,3,12.3,3,2,4,4,2018-07-02,2024-03-31,False,0.0,5,18,none,3.56,1,89.99,6.8,1,25,4,False,False
EMP-20427,Sales,5,37,F,married,bachelor,7,6,12018,8,3.75,2.84,6,3,8.8,3,3,8,2,2018-07-05,2024-04-05,False,0.1,2,15,none,3.33,4,75.11,11.7,4,10,6,False,False
EMP-20428,R&D,3,42,F,married,master,9,6,9831,23,3.41,3.1,7,2,23.0,5,1,9,2,2018-07-08,2024-04-10,False,0.4,2,8,none,4.49,3,61.44,24.2,2,18,7,False,False
EMP-20429,Sales,4,34,F,married,college,0,0,9372,5,3.24,4.0,2,3,8.7,2,0,8,3,2018-07-11,2024-04-15,False,0.1,4,10,rare,3.23,3,58.58,24.9,2,3,2,False,False
EMP-20430,Operations,5,52,M,married,bachelor,18,15,13733,21,2.66,2.93,1,1,14.6,0,0,5,3,2018-07-14,2024-04-20,False,0.5,11,16,frequent,2.58,2,85.83,19.8,3,29,1,False,False
EMP-20431,IT,1,29,M,single,master,0,0,4501,14,4.35,3.09,1,2,32.6,1,3,9,2,2018-07-17,2024-04-25,False,0.2,2,19,none,4.65,4,28.13,20.0,3,13,1,True,False
EMP-20432,R&D,5,52,M,married,bachelor,13,13,15945,6,3.18,5.0,4,0,47.6,1,2,7,4,2018-07-20,2024-04-30,False,0.2,2,12,rare,3.51,1,99.66,23.6,2,13,4,False,False
EMP-20433,IT,3,24,F,married,master,0,0,8388,17,3.13,2.55,6,2,14.3,5,0,7,4,2018-07-23,2024-05-05,False,0.3,14,6,none,3.59,3,52.42,19.9,4,5,6,False,False
EMP-20434,Sales,3,37,M,single,master,12,10,9183,17,2.47,2.79,7,1,47.7,3,1,1,2,2018-07-26,2024-05-10,False,0.3,6,17,none,1.94,1,57.39,11.3,1,20,7,False,False
EMP-20435,R&D,1,40,M,divorced,master,6,4,5164,24,3.37,3.15,0,3,1.9,2,2,6,3,2018-07-29,2024-05-15,False,0.7,2,11,rare,3.58,2,32.28,1.5,1,8,0,False,False
EMP-20436,Finance,4,31,F,divorced,master,7,5,9836,28,2.99,2.09,0,1,59.8,0,2,3,1,2018-08-01,2024-05-20,False,3.5,13,3,none,2.87,1,61.48,5.2,3,16,0,False,False
EMP-20437,Sales,4,41,M,married,college,0,0,10070,33,1.39,1.81,5,0,31.5,4,1,6,2,2018-08-04,2024-05-25,True,30.1,14,7,frequent,1.02,3,62.94,11.1,4,5,5,False,True
EMP-20438,IT,1,54,M,single,phd,4,4,6761,15,3.11,3.82,2,2,29.1,3,2,6,2,2018-08-07,2024-05-30,False,0.6,8,12,frequent,3.13,1,42.26,6.6,4,4,2,False,False
EMP-20439,IT,4,37,M,single,college,6,5,11189,24,2.09,3.1,3,0,39.4,4,3,1,2,2018-08-10,2024-06-04,False,3.4,2,16,none,1.37,1,69.93,8.2,3,15,3,False,False
EMP-20440,Sales,1,41,M,married,bachelor,13,10,7083,27,3.74,2.89,0,0,29.0,0,3,5,4,2018-08-13,2024-06-09,False,2.5,9,17,none,4.11,2,44.27,1.5,1,13,0,True,False
EMP-20441,Finance,2,56,F,married,college,11,8,7192,34,1.69,2.39,0,1,25.1,3,3,5,3,2018-08-16,2024-06-14,False,11.6,13,6,none,1.57,2,44.95,13.8,3,14,0,False,False
EMP-20442,HR,4,55,M,married,bachelor,5,5,10637,22,2.97,2.55,4,2,22.9,2,1,1,2,2018-08-19,2024-06-19,False,0.8,14,15,frequent,2.78,4,66.48,8.8,1,7,4,False,False
EMP-20443,R&D,4,22,M,single,bachelor,8,7,11323,8,4.01,3.47,5,2,58.7,1,0,8,2,2018-08-22,2024-06-24,False,0.1,9,19,none,3.95,4,70.77,6.5,4,8,5,False,False
EMP-20444,Operations,1,48,F,single,bachelor,3,1,4580,11,4.02,3.41,7,0,51.8,1,1,9,3,2018-08-25,2024-06-29,False,0.3,14,16,rare,3.95,2,28.62,15.3,1,9,7,False,False
EMP-20445,R&D,3,52,M,single,bachelor,11,11,10040,7,3.51,4.07,3,2,30.6,1,0,1,1,2018-08-28,2024-07-04,False,0.0,12,15,none,3.97,3,62.75,6.9,1,24,3,False,False
EMP-20446,Finance,2,55,F,married,master,10,9,8292,6,4.17,3.91,5,0,50.4,4,2,2,1,2018-08-31,2024-07-09,False,0.2,3,16,rare,3.73,4,51.82,11.9,3,14,5,False,False
EMP-20447,HR,4,50,F,married,bachelor,4,4,11114,10,4.12,3.04,6,3,9.8,0,2,2,3,2018-09-03,2024-07-14,False,0.0,9,12,none,3.97,2,69.46,6.2,3,7,6,False,False
EMP-20448,Finance,5,24,M,single,master,1,0,11999,17,3.01,3.54,3,0,32.2,5,1,4,2,2018-09-06,2024-07-19,False,1.0,10,13,frequent,2.92,4,74.99,17.0,2,13,3,False,False
EMP-20449,Sales,4,49,F,married,bachelor,10,7,12273,27,1.48,1.81,1,0,27.6,5,0,6,3,2018-09-09,2024-07-24,False,22.7,11,12,rare,1.05,3,76.71,21.4,2,24,1,False,False
EMP-20450,Sales,4,52,M,divorced,bachelor,11,8,11314,10,4.19,3.34,6,2,20.2,5,2,3,4,2018-09-12,2024-07-29,False,0.1,8,19,none,4.25,3,70.71,2.0,3,15,6,False,False
EMP-20451,Operations,3,40,M,married,phd,18,15,10281,6,4.05,3.13,0,3,55.2,5,0,8,2,2018-09-15,2024-08-03,False,0.1,11,9,none,3.76,4,64.26,20.5,3,18,0,False,False
EMP-20452,Operations,3,22,F,single,master,6,4,10273,4,3.87,3.37,2,3,50.1,1,1,3,3,2018-09-18,2024-08-08,False,0.1,9,16,rare,3.31,2,64.21,21.3,3,17,2,True,False
EMP-20453,Sales,2,28,M,married,bachelor,5,2,6314,6,2.77,4.66,1,2,54.5,2,3,3,2,2018-09-21,2024-08-13,False,0.4,4,3,rare,2.98,1,39.46,24.1,1,14,1,False,False
EMP-20454,HR,5,31,M,divorced,master,7,4,11478,15,2.97,2.51,5,0,38.5,0,3,6,4,2018-09-24,2024-08-18,False,1.8,7,10,frequent,3.59,3,71.74,20.7,3,21,5,False,False
EMP-20455,Sales,2,53,M,single,phd,17,15,7946,14,3.11,2.89,2,3,23.2,5,2,8,1,2018-09-27,2024-08-23,False,1.2,14,18,none,3.13,2,49.66,13.8,1,26,2,False,False
EMP-20456,Finance,5,26,M,single,bachelor,3,2,12670,13,2.5,3.61,2,0,45.7,4,1,3,3,2018-09-30,2024-08-28,False,1.3,12,7,frequent,2.46,1,79.19,1.8,1,16,2,True,False
EMP-20457,Sales,4,48,M,married,bachelor,6,3,11947,11,3.38,3.21,5,1,7.4,0,0,4,2,2018-10-03,2024-09-02,False,0.1,10,16,none,3.33,1,74.67,1.9,4,8,5,False,False
EMP-20458,R&D,5,28,F,single,college,4,1,11952,15,2.83,3.33,2,3,51.3,5,2,4,4,2018-10-06,2024-09-07,False,0.2,5,11,frequent,2.62,3,74.7,4.9,1,6,2,False,False
EMP-20459,Finance,4,51,F,divorced,bachelor,12,11,13092,22,2.74,3.61,2,2,2.7,0,1,5,1,2018-10-09,2024-09-12,False,0.2,3,5,frequent,3.21,4,81.82,11.2,2,21,2,False,False
EMP-20460,HR,2,22,F,married,bachelor,10,9,7822,1,4.6,4.28,3,3,49.3,4,2,4,1,2018-10-12,2024-09-17,False,0.0,4,4,rare,4.64,2,48.89,23.9,2,21,3,False,False
EMP-20461,Operations,2,30,M,single,bachelor,7,7,7348,31,3.11,2.22,0,3,42.5,0,0,9,4,2018-10-15,2024-09-22,False,0.5,5,5,frequent,2.24,3,45.92,4.4,1,12,0,False,False
EMP-20462,R&D,1,25,F,divorced,bachelor,2,0,4360,10,3.65,3.43,7,3,6.2,4,3,2,3,2018-10-18,2024-09-27,False,0.0,14,10,rare,4.13,1,27.25,13.5,1,8,7,False,False
EMP-20463,Operations,5,41,M,married,college,12,12,15001,4,3.22,4.07,7,2,9.7,5,3,4,3,2018-10-21,2024-10-02,False,0.0,8,8,rare,3.6,1,93.76,25.0,1,17,7,True,False
EMP-20464,HR,1,50,M,married,college,5,4,5280,6,3.84,4.02,5,3,27.7,5,1,3,4,2018-10-24,2024-10-07,False,0.1,6,18,none,4.08,4,33.0,0.3,3,5,5,False,False
EMP-20465,Sales,5,36,M,single,master,15,15,12734,19,2.84,3.06,0,0,18.7,0,0,6,2,2018-10-27,2024-10-12,False,1.6,13,15,none,1.74,3,79.59,1.2,3,28,0,False,False
EMP-20466,Operations,4,41,F,married,master,11,8,13486,18,3.53,3.28,3,0,52.2,0,1,8,1,2018-10-30,2024-10-17,False,0.4,6,5,rare,3.53,1,84.29,6.7,3,24,3,False,False
EMP-20467,Operations,1,45,F,divorced,phd,7,7,5955,3,3.6,4.03,2,0,12.4,0,1,9,4,2018-11-02,2024-10-22,False,0.2,12,11,frequent,3.96,3,37.22,5.6,1,21,2,False,False
EMP-20468,R&D,5,38,M,single,master,2,0,12879,17,3.95,3.1,1,0,25.6,4,3,4,1,2018-11-05,2024-10-27,False,0.5,9,16,frequent,4.1,3,80.49,12.5,3,9,1,True,False
EMP-20469,HR,1,49,F,married,master,15,15,7945,7,4.42,3.35,7,0,16.4,1,0,3,3,2018-11-08,2024-11-01,False,0.0,5,14,rare,4.5,1,49.66,10.5,1,17,7,False,False
EMP-20470,Operations,1,32,F,divorced,college,10,9,6492,31,1.47,2.82,3,3,8.5,2,0,9,2,2018-11-11,2024-11-06,False,0.9,14,3,frequent,1.83,2,40.58,14.6,2,16,3,False,False
EMP-20471,Sales,3,28,M,married,bachelor,14,12,10860,10,3.7,3.65,5,1,16.3,2,3,1,1,2018-11-14,2024-11-11,False,0.1,10,3,rare,3.76,4,67.88,3.7,4,24,5,False,False
EMP-20472,IT,1,28,F,single,bachelor,11,9,6163,34,3.61,1.26,5,1,51.7,2,0,2,4,2018-11-17,2024-11-16,False,4.9,14,12,rare,4.09,2,38.52,17.1,2,13,5,False,False
EMP-20473,Sales,1,28,F,single,master,12,10,6827,20,3.78,2.59,2,2,43.2,2,0,9,4,2018-11-20,2024-11-21,False,0.7,1,18,none,3.84,3,42.67,5.4,1,14,2,False,False
EMP-20474,IT,4,23,F,married,master,0,0,10173,33,2.33,2.11,2,1,54.9,2,3,8,1,2018-11-23,2024-11-26,False,11.2,4,3,rare,2.36,3,63.58,11.3,3,14,2,False,False
EMP-20475,Finance,5,23,F,married,bachelor,0,0,11984,19,2.95,2.95,7,2,24.9,1,2,6,4,2018-11-26,2024-12-01,False,0.5,5,5,rare,3.31,1,74.9,0.8,1,0,7,True,False
EMP-20476,Sales,1,23,M,single,bachelor,10,7,6096,4,4.3,4.4,6,0,15.2,2,1,3,4,2018-11-29,2024-12-06,False,0.0,10,6,rare,4.14,4,38.1,19.9,1,18,6,False,False
EMP-20477,Operations,4,27,M,single,master,0,0,9883,22,3.48,4.5,4,2,2.6,4,1,9,3,2018-12-02,2024-12-11,False,0.1,12,8,rare,3.04,4,61.77,15.7,3,2,4,False,False
EMP-20478,Finance,4,44,F,married,master,16,14,12524,16,2.41,1.97,4,3,30.2,0,2,9,4,2018-12-05,2024-12-16,False,0.5,2,18,frequent,2.41,3,78.28,5.2,3,16,4,False,False
EMP-20479,IT,1,30,M,married,phd,15,12,7001,28,2.87,2.75,0,0,3.3,5,3,8,1,2018-12-08,2024-12-21,False,1.1,3,19,frequent,3.11,1,43.76,15.0,1,24,0,False,False
EMP-20480,Operations,1,43,F,single,phd,10,10,6655,13,4.81,3.38,1,0,1.3,2,1,7,1,2018-12-11,2024-12-26,False,0.1,10,8,rare,5.0,4,41.59,10.9,3,12,1,True,False
EMP-20481,IT,3,24,M,married,master,11,8,10232,6,3.83,3.61,0,0,36.7,1,0,6,4,2018-12-14,2024-12-31,False,0.3,5,15,rare,4.2,1,63.95,20.7,1,21,0,False,False
EMP-20482,IT,4,50,M,married,master,8,5,12760,3,4.7,4.12,6,2,10.7,2,0,4,2,2018-12-17,2025-01-05,False,0.0,10,3,rare,4.67,3,79.75,24.6,3,20,6,False,False
EMP-20483,R&D,2,34,F,single,master,17,15,9482,26,4.95,2.77,7,3,34.0,5,3,5,1,2018-12-20,2025-01-10,False,0.1,1,11,rare,4.88,2,59.26,3.1,3,24,7,False,False
EMP-20484,IT,3,37,M,single,bachelor,0,0,8234,8,3.43,3.42,1,3,34.8,4,3,5,4,2018-12-23,2025-01-15,False,0.1,8,13,rare,3.19,3,51.46,12.3,1,2,1,False,False
EMP-20485,Sales,3,46,M,divorced,bachelor,4,3,9242,23,2.41,2.86,2,3,43.7,4,3,5,2,2018-12-26,2025-01-20,False,2.1,1,17,frequent,2.51,1,57.76,6.5,3,18,2,False,False
EMP-20486,Finance,4,57,F,divorced,bachelor,13,12,12890,4,3.58,4.08,2,2,23.6,1,2,8,4,2018-12-29,2025-01-25,False,0.1,14,16,frequent,2.92,4,80.56,18.7,3,18,2,False,False
EMP-20487,Sales,2,50,M,single,phd,15,12,7640,2,4.78,4.13,6,2,42.6,5,0,2,4,2019-01-01,2025-01-30,False,0.0,3,4,rare,4.79,3,47.75,0.9,2,26,6,False,False
EMP-20488,Sales,4,36,F,divorced,phd,2,1,12051,24,3.68,2.89,3,1,22.6,4,0,1,2,2019-01-04,2025-02-04,False,2.8,3,10,none,4.82,2,75.32,13.6,3,4,3,False,False
EMP-20489,Operations,5,34,F,married,bachelor,14,11,13060,12,4.63,3.11,0,2,6.8,0,0,5,4,2019-01-07,2025-02-09,False,0.0,2,4,rare,4.03,2,81.62,21.4,4,16,0,False,False
EMP-20490,Finance,3,34,F,divorced,phd,7,7,9960,19,3.27,4.46,4,0,19.3,2,1,2,2,2019-01-10,2025-02-14,False,1.4,4,3,frequent,3.33,3,62.25,9.7,2,17,4,False,False
EMP-20491,Finance,4,25,F,divorced,master,14,11,11885,0,4.19,4.18,1,3,1.4,5,3,8,3,2019-01-13,2025-02-19,False,0.0,7,5,frequent,4.34,1,74.28,20.9,4,17,1,False,False
EMP-20492,R&D,1,34,M,married,bachelor,3,0,5119,6,3.68,4.08,5,0,28.3,3,2,8,2,2019-01-16,2025-02-24,False,0.2,9,18,frequent,3.88,2,31.99,3.7,1,10,5,False,False
EMP-20493,IT,5,49,F,married,bachelor,13,11,12518,3,2.13,3.6,6,3,44.7,3,1,9,1,2019-01-19,2025-03-01,False,0.1,13,7,rare,1.74,4,78.24,23.0,3,21,6,False,False
EMP-20494,HR,2,31,M,single,phd,2,2,7566,9,3.82,3.64,0,1,47.3,2,2,4,1,2019-01-22,2025-03-06,False,0.3,13,15,rare,4.03,4,47.29,19.8,2,3,0,False,False
EMP-20495,Sales,1,36,M,married,bachelor,0,0,3769,9,3.3,3.64,7,2,14.7,0,3,9,2,2019-01-25,2025-03-11,False,0.3,2,15,none,3.09,2,23.56,9.8,3,4,7,False,False
EMP-20496,IT,3,24,F,married,master,11,8,8566,13,3.92,2.39,5,0,7.2,5,1,1,3,2019-01-28,2025-03-16,False,0.2,6,17,rare,3.35,3,53.54,3.3,3,13,5,False,False
EMP-20497,R&D,2,31,M,married,master,11,8,8848,8,2.75,3.24,0,1,11.9,4,3,9,4,2019-01-31,2025-03-21,False,0.5,13,12,none,3.13,2,55.3,13.0,4,11,0,False,False
EMP-20498,Operations,3,24,M,single,master,2,1,10072,15,3.01,2.88,1,3,59.0,1,0,3,1,2019-02-03,2025-03-26,False,0.5,3,19,frequent,3.28,1,62.95,16.8,3,16,1,False,False
EMP-20499,Sales,5,38,F,married,master,10,9,12666,31,2.67,2.15,1,0,19.4,1,1,1,3,2019-02-06,2025-03-31,False,2.8,10,10,none,2.28,2,79.16,3.2,1,10,1,False,False
